-10,-9,-3,-13,-1,-10,-4,-24
-1,28,5,4,-8,1,-3,14
3,-9,-10,-1,5,0,5,-3
18,1,4,7,9,-2,-1,27
-22,-8,-5,-2,-5,2,-11,-31
-35,5,3,-1,-3,-10,-4,-11
-15,3,-7,-8,-9,-8,5,-8
3,-19,-7,-9,4,3,-2,0
16,-8,2,10,0,0,-1,14
14,4,1,-4,4,3,10,12
-3,6,2,1,-8,0,-6,-3
2,2,-1,-6,-15,1,8,-1
-10,10,-3,-13,-9,-5,-5,8
11,-11,-5,5,7,-1,-13,-34
7,-23,-1,10,19,4,-3,13
10,13,2,6,2,3,11,-7
-28,-11,-2,-2,-4,-4,-5,-2
17,23,4,-6,-10,0,-3,21
4,6,4,-5,-18,2,32,7
-23,-15,-17,-10,7,0,-26,-13
-8,20,-2,1,-4,-9,-14,-10
15,-30,0,0,1,5,1,14
-4,17,0,0,-1,-9,-9,6
5,-14,1,-2,-5,0,10,-13
-5,-17,-4,1,2,-3,-11,5
1,12,-3,-5,-4,6,5,-2
3,4,-2,-3,-1,-6,3,8
-7,0,-1,1,-13,-5,2,12
-1,-3,1,-4,14,8,-2,-20
11,11,2,4,1,3,7,22
-9,0,-3,9,0,-11,-22,-28
-9,10,4,3,10,2,3,11
6,-14,-2,3,-3,2,-1,-25
1,10,0,-9,-2,6,8,9
-7,-4,-6,-7,0,4,1,6
7,21,5,1,-1,-3,-9,-8
9,3,-4,-4,-7,-7,9,12
5,-2,1,3,5,4,-6,-4
6,3,0,-3,-9,-5,-4,3
10,-4,-3,-3,-3,-1,5,2
8,-2,3,1,10,3,13,17
-8,-4,-2,-1,9,-3,-18,-26
-6,-8,0,1,-3,-8,-11,-11
-14,5,2,2,-2,3,20,12
-3,-6,-5,-2,-8,0,-22,4
22,-1,-4,-3,-9,-8,5,12
-16,-21,-5,-6,5,0,9,-16
-5,0,0,-7,2,-4,-6,0
-7,-11,0,7,-5,-2,6,-2
-3,14,3,2,3,-2,-2,-4
20,16,3,3,10,7,0,20
-3,-7,-2,1,-8,5,8,-9
1,-3,2,0,2,5,12,-32
-73,-11,-1,-4,-4,4,-8,-39
17,22,8,3,1,5,-2,36
1,9,5,0,1,-11,-37,1
108,19,7,4,2,11,8,92
-4,14,8,2,-9,-15,-4,14
-98,-30,-14,-7,6,13,9,-101
-17,-39,-10,0,0,-1,-5,-49
27,13,3,-10,-6,-5,-3,15
13,10,2,8,3,19,40,28
5,-23,-17,-11,-7,-4,-13,26
32,21,23,8,9,-1,4,25
41,39,-5,4,3,-1,-34,30
-35,27,13,7,2,-5,41,-43
-4,32,8,4,7,5,-9,17
64,-42,-17,-14,-13,12,-9,60
-81,-16,-1,-10,-11,-10,-2,-83
-96,-32,-29,-4,7,-9,-20,-58
29,21,19,5,1,5,24,16
-10,23,-1,-8,-6,-6,3,18
18,-6,11,5,-7,5,15,11
55,18,19,20,18,35,22,15
31,-18,-2,11,14,-21,-29,38
-9,8,-2,-1,-4,-10,-49,-48
16,-65,-27,-17,-11,-7,30,21
-71,6,3,-7,-9,4,12,-45
33,5,-9,-10,-12,-1,-21,53
32,-17,-4,-1,2,-16,-22,31
-17,13,7,3,4,4,46,18
11,-15,-8,-3,2,10,-24,-51
-11,21,13,5,1,-3,-1,-15
-14,36,6,4,-1,-3,22,2
47,-19,-8,-3,-1,-1,-17,19
-44,-20,-4,-3,-12,-16,-11,-36
20,-1,-9,-9,-3,-11,-47,-26
-33,-1,-6,-3,-1,7,36,4
17,9,2,-6,-8,2,0,3
22,-8,-2,-11,-1,-14,-3,32
-22,-16,4,18,-3,3,41,-4
20,21,11,12,22,31,0,7
45,51,13,13,17,4,-16,14
-62,-95,-23,-16,-9,-15,-8,-26
-38,-5,-10,-8,-11,-5,10,-10
8,-16,5,-5,-9,-4,-31,-14
24,33,-5,4,9,13,46,-4
41,15,2,1,1,2,-7,35
-35,-31,-22,-15,-7,-9,-15,-51
-38,2,-2,-13,-16,-6,20,-37
-44,-19,-4,1,-2,-16,-38,-35
56,44,14,16,13,8,9,57
7,-6,1,-3,-6,10,11,19
-5,-20,-8,-16,-23,-20,-11,-19
-44,-15,-4,0,1,-13,-28,24
-2,-12,1,19,10,5,17,-4
12,-5,7,4,8,1,-12,7
-22,19,-8,-8,-6,2,1,-26
-11,-17,-5,-8,-3,21,68,14
31,11,-9,-11,-12,-36,-87,-31
-29,-6,5,3,0,0,-3,-6
10,16,7,8,10,9,28,40
-36,-15,-6,-3,-8,-14,-28,-37
-2,14,6,1,-1,11,34,66
-10,-12,-9,-8,0,-1,-16,-58
26,17,12,11,-4,7,14,-2
2,8,0,2,12,-21,-47,42
-6,-31,-10,-5,-6,13,30,-21
23,17,2,-2,-2,-2,14,27
18,-9,0,-4,3,10,15,33
-21,1,5,10,-1,-6,-34,-30
19,19,10,0,0,-1,1,5
-23,-6,-17,-12,-3,-2,-7,-19
-47,-3,-3,7,3,0,-13,-31
3,-3,8,1,0,-5,5,-3
32,22,-3,4,4,2,9,-7
-26,-7,5,3,3,7,-11,-1
7,5,-5,-4,-4,-7,7,22
-4,-21,-4,-10,-12,-2,-8,-13
5,19,0,-1,-5,2,20,3
21,-1,-1,-8,-10,-8,1,16
-8,2,13,10,13,-7,-6,-22
25,-13,-18,-8,-5,-3,-9,24
-6,-11,3,7,3,9,16,19
19,12,-4,-4,-1,7,9,36
3,-19,0,-2,-5,-13,-9,-11
-12,9,5,3,-4,7,3,-27
-1,-7,-2,-3,12,-3,-12,-18
13,-11,-3,5,-4,-1,-1,11
5,10,-1,1,-3,-8,-8,23
15,15,4,1,9,7,35,6
-13,-18,-2,-8,-12,-8,-62,-19
4,4,5,3,3,18,29,18
2,-23,-13,-9,-3,-6,36,-32
17,31,-2,-3,-10,-6,-51,8
-82,-53,-5,-1,5,-3,-10,-42
-7,8,11,8,-1,-19,16,-13
33,27,-2,2,6,11,8,28
-18,-6,-1,0,3,16,18,15
29,26,-3,-6,-2,-3,23,27
-14,-7,5,4,-6,-16,-32,-29
-7,-2,-11,-9,-11,-4,-4,8
-14,-13,2,0,9,3,8,-33
48,12,1,1,-5,0,-16,12
-39,-17,-5,2,12,12,18,-11
2,1,0,-2,-4,-21,-30,-8
-7,-10,-2,-3,-8,12,42,21
3,19,-6,-6,-5,-5,-6,-7
9,-47,3,2,6,4,-14,-8
-1,32,7,5,6,6,-6,-12
-7,-37,-5,-5,-8,-7,-11,6
3,-14,-5,-10,-9,-1,15,-20
-1,10,1,-3,-2,1,2,-7
-10,-21,-5,3,2,-4,-17,-3
-4,24,4,6,7,-4,-2,6
17,4,1,5,0,6,13,14
30,4,-4,-5,-1,8,-6,27
-27,-16,-2,-8,-10,-4,7,-26
-7,2,0,-4,-4,-8,-10,-2
-8,-1,-3,7,4,-4,-6,-8
16,11,1,-2,-3,-3,-4,9
0,-11,-3,-3,1,2,1,14
4,22,8,8,4,10,-1,-31
-40,-42,-3,-4,-4,-8,9,5
13,-4,-3,-4,-1,0,-13,-21
-10,11,7,6,-2,11,-8,-3
-10,-9,-3,-13,-1,-10,-4,-24
-1,28,5,4,-8,1,-3,14
3,-9,-10,-1,5,0,5,-3
18,1,4,7,9,-2,-1,27
-22,-8,-5,-2,-5,2,-11,-31
-35,5,3,-1,-3,-10,-4,-11
-15,3,-7,-8,-9,-8,5,-8
3,-19,-7,-9,4,3,-2,0
16,-8,2,10,0,0,-1,14
14,4,1,-4,4,3,10,12
-3,6,2,1,-8,0,-6,-3
2,2,-1,-6,-15,1,8,-1
-10,10,-3,-13,-9,-5,-5,8
11,-11,-5,5,7,-1,-13,-34
7,-23,-1,10,19,4,-3,13
10,13,2,6,2,3,11,-7
-28,-11,-2,-2,-4,-4,-5,-2
17,23,4,-6,-10,0,-3,21
4,6,4,-5,-18,2,32,7
-23,-15,-17,-10,7,0,-26,-13
-8,20,-2,1,-4,-9,-14,-10
15,-30,0,0,1,5,1,14
-4,17,0,0,-1,-9,-9,6
5,-14,1,-2,-5,0,10,-13
-5,-17,-4,1,2,-3,-11,5
1,12,-3,-5,-4,6,5,-2
3,4,-2,-3,-1,-6,3,8
-7,0,-1,1,-13,-5,2,12
-1,-3,1,-4,14,8,-2,-20
11,11,2,4,1,3,7,22
-9,0,-3,9,0,-11,-22,-28
-9,10,4,3,10,2,3,11
6,-14,-2,3,-3,2,-1,-25
1,10,0,-9,-2,6,8,9
-7,-4,-6,-7,0,4,1,6
7,21,5,1,-1,-3,-9,-8
9,3,-4,-4,-7,-7,9,12
5,-2,1,3,5,4,-6,-4
6,3,0,-3,-9,-5,-4,3
10,-4,-3,-3,-3,-1,5,2
8,-2,3,1,10,3,13,17
-8,-4,-2,-1,9,-3,-18,-26
-6,-8,0,1,-3,-8,-11,-11
-14,5,2,2,-2,3,20,12
-3,-6,-5,-2,-8,0,-22,4
22,-1,-4,-3,-9,-8,5,12
-16,-21,-5,-6,5,0,9,-16
-5,0,0,-7,2,-4,-6,0
-7,-11,0,7,-5,-2,6,-2
-3,14,3,2,3,-2,-2,-4
20,16,3,3,10,7,0,20
-3,-7,-2,1,-8,5,8,-9
18,10,1,-4,2,1,-4,18
-5,1,-1,-5,-1,-8,-7,-2
-32,-9,-2,0,-6,2,9,-35
-7,-1,-4,1,7,-5,10,-2
0,8,-2,-2,-8,-2,-25,-5
-8,-8,-4,-4,-8,-5,-3,-5
17,12,-1,-3,3,3,2,30
-5,-8,-7,-3,-3,-2,-9,-26
-20,-1,1,1,-11,-1,7,-9
-9,-7,-4,-7,10,4,11,-1
8,-3,1,3,-6,-4,-15,15
-3,-2,1,0,0,2,6,-8
20,4,4,4,2,-2,4,22
7,-5,0,7,3,-2,-4,-12
-17,-1,-1,-8,-7,-6,3,-1
4,-15,-4,-3,0,5,-11,-3
8,16,-3,-1,2,-2,8,-3
-24,-59,-2,-1,-5,-1,2,2
-21,24,-7,-8,-4,-2,-4,-12
1,3,1,-2,-8,-7,-4,3
-12,-3,-3,0,4,-1,0,-23
15,19,-2,-2,1,6,5,8
7,-29,2,8,1,-1,-6,10
-3,12,4,-3,-2,5,3,9
33,5,-9,-10,-12,-1,-21,53
32,-17,-4,-1,2,-16,-22,31
-17,13,7,3,4,4,46,18
11,-15,-8,-3,2,10,-24,-51
-11,21,13,5,1,-3,-1,-15
-14,36,6,4,-1,-3,22,2
47,-19,-8,-3,-1,-1,-17,19
-44,-20,-4,-3,-12,-16,-11,-36
20,-1,-9,-9,-3,-11,-47,-26
-33,-1,-6,-3,-1,7,36,4
17,9,2,-6,-8,2,0,3
22,-8,-2,-11,-1,-14,-3,32
-22,-16,4,18,-3,3,41,-4
20,21,11,12,22,31,0,7
45,51,13,13,17,4,-16,14
-62,-95,-23,-16,-9,-15,-8,-26
-38,-5,-10,-8,-11,-5,10,-10
8,-16,5,-5,-9,-4,-31,-14
24,33,-5,4,9,13,46,-4
41,15,2,1,1,2,-7,35
-35,-31,-22,-15,-7,-9,-15,-51
-38,2,-2,-13,-16,-6,20,-37
-44,-19,-4,1,-2,-16,-38,-35
56,44,14,16,13,8,9,57
7,-6,1,-3,-6,10,11,19
-5,-20,-8,-16,-23,-20,-11,-19
-44,-15,-4,0,1,-13,-28,24
-2,-12,1,19,10,5,17,-4
12,-5,7,4,8,1,-12,7
-22,19,-8,-8,-6,2,1,-26
-11,-17,-5,-8,-3,21,68,14
31,11,-9,-11,-12,-36,-87,-31
-29,-6,5,3,0,0,-3,-6
10,16,7,8,10,9,28,40
-36,-15,-6,-3,-8,-14,-28,-37
-2,14,6,1,-1,11,34,66
-10,-12,-9,-8,0,-1,-16,-58
26,17,12,11,-4,7,14,-2
2,8,0,2,12,-21,-47,42
-6,-31,-10,-5,-6,13,30,-21
23,17,2,-2,-2,-2,14,27
18,-9,0,-4,3,10,15,33
-21,1,5,10,-1,-6,-34,-30
19,19,10,0,0,-1,1,5
-23,-6,-17,-12,-3,-2,-7,-19
-47,-3,-3,7,3,0,-13,-31
3,-3,8,1,0,-5,5,-3
32,22,-3,4,4,2,9,-7
-26,-7,5,3,3,7,-11,-1
7,5,-5,-4,-4,-7,7,22
-4,-21,-4,-10,-12,-2,-8,-13
5,19,0,-1,-5,2,20,3
21,-1,-1,-8,-10,-8,1,16
-8,2,13,10,13,-7,-6,-22
25,-13,-18,-8,-5,-3,-9,24
-6,-11,3,7,3,9,16,19
19,12,-4,-4,-1,7,9,36
3,-19,0,-2,-5,-13,-9,-11
-12,9,5,3,-4,7,3,-27
-1,-7,-2,-3,12,-3,-12,-18
13,-11,-3,5,-4,-1,-1,11
5,10,-1,1,-3,-8,-8,23
15,15,4,1,9,7,35,6
-13,-18,-2,-8,-12,-8,-62,-19
4,4,5,3,3,18,29,18
2,-23,-13,-9,-3,-6,36,-32
17,31,-2,-3,-10,-6,-51,8
-82,-53,-5,-1,5,-3,-10,-42
-7,8,11,8,-1,-19,16,-13
33,27,-2,2,6,11,8,28
-18,-6,-1,0,3,16,18,15
29,26,-3,-6,-2,-3,23,27
-14,-7,5,4,-6,-16,-32,-29
-7,-2,-11,-9,-11,-4,-4,8
-14,-13,2,0,9,3,8,-33
48,12,1,1,-5,0,-16,12
-39,-17,-5,2,12,12,18,-11
2,1,0,-2,-4,-21,-30,-8
-7,-10,-2,-3,-8,12,42,21
3,19,-6,-6,-5,-5,-6,-7
9,-47,3,2,6,4,-14,-8
-1,32,7,5,6,6,-6,-12
-7,-37,-5,-5,-8,-7,-11,6
3,-14,-5,-10,-9,-1,15,-20
-1,10,1,-3,-2,1,2,-7
-10,-21,-5,3,2,-4,-17,-3
-4,24,4,6,7,-4,-2,6
17,4,1,5,0,6,13,14
30,4,-4,-5,-1,8,-6,27
-27,-16,-2,-8,-10,-4,7,-26
-7,2,0,-4,-4,-8,-10,-2
-8,-1,-3,7,4,-4,-6,-8
16,11,1,-2,-3,-3,-4,9
0,-11,-3,-3,1,2,1,14
4,22,8,8,4,10,-1,-31
-40,-42,-3,-4,-4,-8,9,5
13,-4,-3,-4,-1,0,-13,-21
-10,11,7,6,-2,11,-8,-3
-10,-9,-3,-13,-1,-10,-4,-24
-1,28,5,4,-8,1,-3,14
3,-9,-10,-1,5,0,5,-3
18,1,4,7,9,-2,-1,27
-22,-8,-5,-2,-5,2,-11,-31
-35,5,3,-1,-3,-10,-4,-11
-15,3,-7,-8,-9,-8,5,-8
3,-19,-7,-9,4,3,-2,0
16,-8,2,10,0,0,-1,14
14,4,1,-4,4,3,10,12
-3,6,2,1,-8,0,-6,-3
2,2,-1,-6,-15,1,8,-1
-10,10,-3,-13,-9,-5,-5,8
11,-11,-5,5,7,-1,-13,-34
7,-23,-1,10,19,4,-3,13
10,13,2,6,2,3,11,-7
-28,-11,-2,-2,-4,-4,-5,-2
17,23,4,-6,-10,0,-3,21
4,6,4,-5,-18,2,32,7
-23,-15,-17,-10,7,0,-26,-13
-8,20,-2,1,-4,-9,-14,-10
15,-30,0,0,1,5,1,14
-4,17,0,0,-1,-9,-9,6
5,-14,1,-2,-5,0,10,-13
-5,-17,-4,1,2,-3,-11,5
1,12,-3,-5,-4,6,5,-2
3,4,-2,-3,-1,-6,3,8
-7,0,-1,1,-13,-5,2,12
-1,-3,1,-4,14,8,-2,-20
11,11,2,4,1,3,7,22
-9,0,-3,9,0,-11,-22,-28
-9,10,4,3,10,2,3,11
6,-14,-2,3,-3,2,-1,-25
1,10,0,-9,-2,6,8,9
-7,-4,-6,-7,0,4,1,6
7,21,5,1,-1,-3,-9,-8
9,3,-4,-4,-7,-7,9,12
5,-2,1,3,5,4,-6,-4
6,3,0,-3,-9,-5,-4,3
10,-4,-3,-3,-3,-1,5,2
8,-2,3,1,10,3,13,17
-8,-4,-2,-1,9,-3,-18,-26
-6,-8,0,1,-3,-8,-11,-11
-14,5,2,2,-2,3,20,12
-3,-6,-5,-2,-8,0,-22,4
22,-1,-4,-3,-9,-8,5,12
-16,-21,-5,-6,5,0,9,-16
-5,0,0,-7,2,-4,-6,0
-7,-11,0,7,-5,-2,6,-2
-3,14,3,2,3,-2,-2,-4
20,16,3,3,10,7,0,20
-3,-7,-2,1,-8,5,8,-9
18,10,1,-4,2,1,-4,18
-5,1,-1,-5,-1,-8,-7,-2
-32,-9,-2,0,-6,2,9,-35
-7,-1,-4,1,7,-5,10,-2
0,8,-2,-2,-8,-2,-25,-5
-8,-8,-4,-4,-8,-5,-3,-5
17,12,-1,-3,3,3,2,30
-5,-8,-7,-3,-3,-2,-9,-26
-20,-1,1,1,-11,-1,7,-9
-9,-7,-4,-7,10,4,11,-1
8,-3,1,3,-6,-4,-15,15
-3,-2,1,0,0,2,6,-8
20,4,4,4,2,-2,4,22
7,-5,0,7,3,-2,-4,-12
-17,-1,-1,-8,-7,-6,3,-1
4,-15,-4,-3,0,5,-11,-3
8,16,-3,-1,2,-2,8,-3
-24,-59,-2,-1,-5,-1,2,2
-21,24,-7,-8,-4,-2,-4,-12
1,3,1,-2,-8,-7,-4,3
-12,-3,-3,0,4,-1,0,-23
15,19,-2,-2,1,6,5,8
7,-29,2,8,1,-1,-6,10
-3,12,4,-3,-2,5,3,9
9,-2,1,-1,3,0,-4,0
-27,9,-3,0,-16,-3,2,-15
-8,-10,0,-8,-2,-3,-12,-12
21,8,-2,9,12,11,8,7
-4,-10,4,9,1,-12,-1,14
18,8,0,-1,4,2,-10,10
1,10,3,1,4,0,-1,-29
-9,-6,-4,-11,-13,-10,-13,-9
-12,-25,-10,-6,-4,1,17,11
6,-1,2,3,-5,1,-6,-5
2,2,1,1,0,8,5,-1
-20,7,-8,-2,4,-11,-6,-41
-11,-10,1,-1,1,3,-3,13
-3,13,2,-1,0,-1,6,-19
7,-6,-4,-6,-2,-2,-2,16
21,4,5,2,-13,0,5,15
-2,2,0,2,10,13,14,1
-14,-7,-9,-6,4,-16,-23,-3
12,0,-1,10,7,1,2,7
-9,0,1,1,-3,-2,-6,18
-21,0,2,-8,-16,-2,-6,-24
21,4,-4,-1,7,1,10,-23
-12,-1,0,-6,-7,1,-4,0
9,-8,-2,3,2,1,11,11
2,-4,-1,6,-5,-4,-15,-7
-7,5,4,1,18,3,4,12
7,-6,1,-3,-6,10,11,19
-5,-20,-8,-16,-23,-20,-11,-19
-44,-15,-4,0,1,-13,-28,24
-2,-12,1,19,10,5,17,-4
12,-5,7,4,8,1,-12,7
-22,19,-8,-8,-6,2,1,-26
-11,-17,-5,-8,-3,21,68,14
31,11,-9,-11,-12,-36,-87,-31
-29,-6,5,3,0,0,-3,-6
10,16,7,8,10,9,28,40
-36,-15,-6,-3,-8,-14,-28,-37
-2,14,6,1,-1,11,34,66
-10,-12,-9,-8,0,-1,-16,-58
26,17,12,11,-4,7,14,-2
2,8,0,2,12,-21,-47,42
-6,-31,-10,-5,-6,13,30,-21
23,17,2,-2,-2,-2,14,27
18,-9,0,-4,3,10,15,33
-21,1,5,10,-1,-6,-34,-30
19,19,10,0,0,-1,1,5
-23,-6,-17,-12,-3,-2,-7,-19
-47,-3,-3,7,3,0,-13,-31
3,-3,8,1,0,-5,5,-3
32,22,-3,4,4,2,9,-7
-26,-7,5,3,3,7,-11,-1
7,5,-5,-4,-4,-7,7,22
-4,-21,-4,-10,-12,-2,-8,-13
5,19,0,-1,-5,2,20,3
21,-1,-1,-8,-10,-8,1,16
-8,2,13,10,13,-7,-6,-22
25,-13,-18,-8,-5,-3,-9,24
-6,-11,3,7,3,9,16,19
19,12,-4,-4,-1,7,9,36
3,-19,0,-2,-5,-13,-9,-11
-12,9,5,3,-4,7,3,-27
-1,-7,-2,-3,12,-3,-12,-18
13,-11,-3,5,-4,-1,-1,11
5,10,-1,1,-3,-8,-8,23
15,15,4,1,9,7,35,6
-13,-18,-2,-8,-12,-8,-62,-19
4,4,5,3,3,18,29,18
2,-23,-13,-9,-3,-6,36,-32
17,31,-2,-3,-10,-6,-51,8
-82,-53,-5,-1,5,-3,-10,-42
-7,8,11,8,-1,-19,16,-13
33,27,-2,2,6,11,8,28
-18,-6,-1,0,3,16,18,15
29,26,-3,-6,-2,-3,23,27
-14,-7,5,4,-6,-16,-32,-29
-7,-2,-11,-9,-11,-4,-4,8
-14,-13,2,0,9,3,8,-33
48,12,1,1,-5,0,-16,12
-39,-17,-5,2,12,12,18,-11
2,1,0,-2,-4,-21,-30,-8
-7,-10,-2,-3,-8,12,42,21
3,19,-6,-6,-5,-5,-6,-7
9,-47,3,2,6,4,-14,-8
-1,32,7,5,6,6,-6,-12
-7,-37,-5,-5,-8,-7,-11,6
3,-14,-5,-10,-9,-1,15,-20
-1,10,1,-3,-2,1,2,-7
-10,-21,-5,3,2,-4,-17,-3
-4,24,4,6,7,-4,-2,6
17,4,1,5,0,6,13,14
30,4,-4,-5,-1,8,-6,27
-27,-16,-2,-8,-10,-4,7,-26
-7,2,0,-4,-4,-8,-10,-2
-8,-1,-3,7,4,-4,-6,-8
16,11,1,-2,-3,-3,-4,9
0,-11,-3,-3,1,2,1,14
4,22,8,8,4,10,-1,-31
-40,-42,-3,-4,-4,-8,9,5
13,-4,-3,-4,-1,0,-13,-21
-10,11,7,6,-2,11,-8,-3
-10,-9,-3,-13,-1,-10,-4,-24
-1,28,5,4,-8,1,-3,14
3,-9,-10,-1,5,0,5,-3
18,1,4,7,9,-2,-1,27
-22,-8,-5,-2,-5,2,-11,-31
-35,5,3,-1,-3,-10,-4,-11
-15,3,-7,-8,-9,-8,5,-8
3,-19,-7,-9,4,3,-2,0
16,-8,2,10,0,0,-1,14
14,4,1,-4,4,3,10,12
-3,6,2,1,-8,0,-6,-3
2,2,-1,-6,-15,1,8,-1
-10,10,-3,-13,-9,-5,-5,8
11,-11,-5,5,7,-1,-13,-34
7,-23,-1,10,19,4,-3,13
10,13,2,6,2,3,11,-7
-28,-11,-2,-2,-4,-4,-5,-2
17,23,4,-6,-10,0,-3,21
4,6,4,-5,-18,2,32,7
